PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS06873275,14/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/11/2019,0,0,
LS06873297,14/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/11/2019,0,0,
LS06873300,14/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/10/2019,0,0,
LS06873311,14/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/10/2019,25,0,
LS06873322,14/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/10/2019,0,50,
LS06873333,14/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/10/2019,25,0,
LS06873344,14/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/10/2019,25,0,
LS06873344,14/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/10/2019,25,0,
LS06873388,14/10/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/10/2019,0,0,
LS07148238,14/10/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,15/10/2019,25,0,
LS07148249,14/10/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,14/10/2019,25,0,
LS07148249,14/10/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,17/10/2019,25,0,
LS0714825A,14/10/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,14/10/2019,25,0,
LS0714825A,14/10/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,03/12/2019,25,0,
LS09947607,14/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/10/2019,0,0,
LS09947618,14/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/11/2019,0,0,
LS09947629,14/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/10/2019,25,0,
LS0994763A,14/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/10/2019,25,0,
LS05786164,15/10/2019,NETHERFIELD ROAD CP - GUISLEY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,15/10/2019,35,0,
LS05786164,15/10/2019,NETHERFIELD ROAD CP - GUISLEY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,21/10/2019,35,0,
LS05944516,15/10/2019,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,15/10/2019,25,0,
LS05944516,15/10/2019,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,18/10/2019,25,0,
LS05944527,15/10/2019,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,15/10/2019,0,0,
LS05944538,15/10/2019,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,15/10/2019,0,0,
LS05944538,15/10/2019,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,31/10/2019,0,0,
LS06262442,15/10/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,15/10/2019,0,0,
LS06262453,15/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,0,0,
LS06262464,15/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/12/2019,83,0,
LS06262475,15/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,75,0,
LS06262475,15/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/12/2019,75,0,
LS06262486,15/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/10/2019,25,0,
LS07148409,15/10/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,75,0,
LS07148409,15/10/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/12/2019,75,0,
LS09947844,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,25,0,
LS09947844,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/10/2019,25,0,
LS09947844,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/10/2019,25,0,
LS09947855,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,25,0,
LS09947877,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/10/2019,25,0,
LS09947888,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,25,0,
LS09947888,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/10/2019,25,0,
LS14392024,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/10/2019,25,0,
LS14392024,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/10/2019,25,0,
LS14392035,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/10/2019,25,0,
LS14392057,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/10/2019,50,0,
LS14392057,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/11/2019,50,0,
LS14392068,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/10/2019,25,0,
LS14392068,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/10/2019,25,0,
LS14392068,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/10/2019,25,0,
LS14647806,15/10/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,15/10/2019,25,50,
LS14731196,15/10/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,50,0,
LS05786164,15/10/2019,NETHERFIELD ROAD CP - GUISLEY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,22/10/2019,35,0,
LS05786211,15/10/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,15/10/2019,25,50,
LS05786211,15/10/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,16/10/2019,25,50,
LS05944516,15/10/2019,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,21/10/2019,25,0,
LS05944527,15/10/2019,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,30/10/2019,0,0,
LS06262442,15/10/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/10/2019,0,0,
LS06262453,15/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,0,0,
LS06262464,15/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,83,0,
LS06262475,15/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/12/2019,75,0,
LS06262486,15/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,25,0,
LS06262500,15/10/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/10/2019,0,0,
LS07148409,15/10/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/12/2019,75,0,
LS0714841A,15/10/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,50,0,
LS0714841A,15/10/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/11/2019,50,0,
LS09947844,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,25,0,
LS09947844,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/11/2019,25,0,
LS09947844,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/11/2019,25,0,
LS09947844,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/11/2019,25,0,
LS09947844,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/11/2019,25,0,
LS09947855,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,25,0,
LS09947866,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,25,0,
LS09947866,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/10/2019,25,0,
LS09947877,15/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,25,0,
LS14391961,15/10/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,50,0,
LS14391961,15/10/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/12/2019,50,0,
LS14392035,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2019,25,0,
LS14392046,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/10/2019,0,83,
LS14392046,15/10/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/12/2019,0,83,
LS14647792,15/10/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/10/2019,0,0,
LS14647792,15/10/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,0,0,
LS14731196,15/10/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/11/2019,50,0,
LS05944582,16/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,0,0,
LS05944582,16/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/12/2019,0,0,
LS06665595,16/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,25,0,
LS06665609,16/10/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/10/2019,25,0,
LS06665631,16/10/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/10/2019,25,0,
LS06665664,16/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,0,0,
LS06665664,16/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/12/2019,0,0,
LS06665675,16/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,0,0,
LS0675897A,16/10/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/10/2019,25,0,
LS11788426,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,0,0,
LS11788448,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,0,0,
LS11788459,16/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,22/10/2019,25,0,
LS1178846A,16/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/10/2019,25,50,
LS14466652,16/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,26/11/2019,50,0,
LS14466663,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,50,0,
LS1464784A,16/10/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/10/2019,0,83,
LS14647861,16/10/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/10/2019,25,0,
LS14647872,16/10/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/10/2019,50,0,
LS14647883,16/10/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/10/2019,83,0,
LS14647883,16/10/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,17/12/2019,83,0,
LS14731265,16/10/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,25,0,
LS14862070,16/10/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,16/10/2019,25,0,
LS14862070,16/10/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,17/10/2019,25,0,
LS06665595,16/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/10/2019,25,0,
LS06665609,16/10/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/10/2019,25,0,
LS06665631,16/10/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/10/2019,25,0,
LS06665675,16/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,0,0,
LS0675897A,16/10/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/10/2019,25,0,
LS11788426,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,0,0,
LS11788437,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,0,0,
LS11788437,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,0,0,
LS11788448,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,0,0,
LS11788459,16/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/10/2019,25,0,
LS11788459,16/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/10/2019,25,0,
LS11788470,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,0,0,
LS11788470,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/11/2019,0,0,
LS11788481,16/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/10/2019,25,0,
LS11788481,16/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/10/2019,25,0,
LS11788492,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,25,50,
LS14466652,16/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/10/2019,50,0,
LS14466663,16/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/11/2019,50,0,
LS14647839,16/10/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/10/2019,25,0,
LS14647839,16/10/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,31/10/2019,25,0,
LS1464784A,16/10/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,17/12/2019,0,83,
LS14647850,16/10/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/10/2019,25,0,
LS14647850,16/10/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,18/10/2019,25,0,
LS14647850,16/10/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,21/10/2019,25,0,
LS14647861,16/10/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,22/10/2019,25,0,
LS14647872,16/10/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/11/2019,50,0,
LS14731265,16/10/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS14731298,16/10/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,50,0,
LS14731298,16/10/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/11/2019,50,0,
LS14731301,16/10/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/10/2019,25,0,
LS14731301,16/10/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/10/2019,25,0,
LS14862070,16/10/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,21/10/2019,25,0,
LS05786619,17/10/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,22/10/2019,25,0,
LS05786630,17/10/2019,KIRKSTALL LEISURE CENTRE - CP,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,17/10/2019,0,0,
LS05786630,17/10/2019,KIRKSTALL LEISURE CENTRE - CP,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,01/11/2019,0,0,
LS06262635,17/10/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,17/10/2019,50,0,
LS07148715,17/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,0,75,
LS07148715,17/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/12/2019,0,75,
LS09947968,17/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/12/2019,0,83,
LS0994798A,17/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,0,0,
LS0994798A,17/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/10/2019,0,0,
LS11788506,17/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,0,0,
LS11788506,17/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,0,0,
LS11788517,17/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,25,0,
LS14392374,17/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,0,0,
LS14392374,17/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/12/2019,0,0,
LS14392385,17/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,25,0,
LS14392396,17/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/10/2019,25,0,
LS1439240A,17/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS14862252,17/10/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,25,0,
LS14862252,17/10/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/10/2019,25,0,
LS14862263,17/10/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,25,0,
LS14862263,17/10/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/10/2019,25,0,
LS05786619,17/10/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,17/10/2019,25,0,
LS0578662A,17/10/2019,KIRKSTALL LEISURE CENTRE - CP,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,17/10/2019,0,70,
LS06262635,17/10/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,27/11/2019,50,0,
LS07148704,17/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/10/2019,25,0,
LS07148704,17/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/10/2019,25,0,
LS09947968,17/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,0,83,
LS09947979,17/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,0,0,
LS09947979,17/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/11/2019,0,0,
LS09948042,17/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,25,50,
LS11788517,17/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/10/2019,25,0,
LS11788528,17/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,25,50,
LS14392385,17/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/10/2019,25,0,
LS14392396,17/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,25,0,
LS1439240A,17/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,25,0,
LS14392487,17/10/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/10/2019,25,0,
LS14392487,17/10/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/10/2019,25,0,
LS14862241,17/10/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/10/2019,25,0,
LS14862241,17/10/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,25,0,
LS05786652,18/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,0,0,
LS05786652,18/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/11/2019,0,0,
LS05786663,18/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,75,0,
LS05786663,18/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/12/2019,75,0,
LS05786674,18/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS05786685,18/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS05786696,18/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS05786721,18/10/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,86 BEYOND THE BAY MARKINGS                        ,50,30/10/2019,0,0,
LS06759065,18/10/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,19/10/2019,25,0,
LS06759076,18/10/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,30/10/2019,0,0,
LS07572456,18/10/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS07572456,18/10/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/10/2019,25,0,
LS07572478,18/10/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,0,0,
LS14466732,18/10/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,04/11/2019,25,0,
LS14648037,18/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/11/2019,25,0,
LS1464806A,18/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/10/2019,0,0,
LS14648070,18/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS14648070,18/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/10/2019,25,0,
LS14648081,18/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS14648092,18/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,0,0,
LS14648117,18/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/10/2019,25,0,
LS14648117,18/10/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/10/2019,25,0,
LS14731458,18/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS1473147A,18/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS14731480,18/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,50,
LS14731491,18/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/10/2019,25,0,
LS14731491,18/10/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/11/2019,25,0,
LS1473155A,18/10/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/10/2019,0,0,
