PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS23300140,22/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS23300151,22/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS23300162,22/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS23300173,22/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS23300184,22/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS23300195,22/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24106391,22/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24106405,22/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24106416,22/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24106427,22/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0627698A,23/07/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06276990,23/07/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06277009,23/07/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS0627701A,23/07/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06277020,23/07/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS12265784,23/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17202114,23/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17202125,23/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17202136,23/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17202147,23/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703164,23/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703175,23/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703186,23/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703197,23/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508054,23/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202179,23/07/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2220218A,23/07/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22202190,23/07/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS22202204,23/07/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22202215,23/07/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22202226,23/07/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23503126,23/07/2020,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS23802750,23/07/2020,CLUSTER OF NUTS CP - WETHERBY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS12265853,24/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12265864,24/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12265875,24/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12325343,24/07/2020,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS12325354,24/07/2020,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS12325423,24/07/2020,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,
LS17401198,24/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17401201,24/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17401212,24/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508112,24/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508123,24/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508134,24/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508145,24/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22801038,24/07/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22801049,24/07/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23400768,24/07/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23400779,24/07/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2340078A,24/07/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23708810,24/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS23708821,24/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS23708832,24/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21804620,25/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21804631,25/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21804642,25/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS2390105A,25/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS23901060,25/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS23901093,25/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24405359,26/07/2020,HUNSLET LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,
LS24405472,26/07/2020,HUNSLET LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS12161971,27/07/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12161982,27/07/2020,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12161993,27/07/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS17504066,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17504077,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17504088,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17504099,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17504102,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17504113,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17504124,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17504135,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS17504146,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17504157,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17504168,27/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS18201117,27/07/2020,BRIARSDALE COURT CP - GIPTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS18201128,27/07/2020,CLAYTON COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS18201139,27/07/2020,CLAYTON COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS1820114A,27/07/2020,CLAYTON COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS18404180,27/07/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS18404191,27/07/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21804675,27/07/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS23709008,27/07/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23709019,27/07/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS2440552A,27/07/2020,CLAYTON COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS24405530,27/07/2020,CLAYTON COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS24405541,27/07/2020,CLAYTON COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS24405552,27/07/2020,CLAYTON COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS25903770,27/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06458036,28/07/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17401427,28/07/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17401438,28/07/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21404178,28/07/2020,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS21404189,28/07/2020,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS2140419A,28/07/2020,CLAYTON GRANGE CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS21404203,28/07/2020,CLAYTON GRANGE CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS21404214,28/07/2020,CLAYTON GRANGE CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS21404225,28/07/2020,CLAYTON GRANGE CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS21404236,28/07/2020,HOLT PARK CP - HOLT PARK                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS21804777,28/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21804788,28/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21804799,28/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202554,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202565,28/07/2020,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS22202576,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202587,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202598,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24405596,28/07/2020,MOOR GRANGE COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS2440560A,28/07/2020,MOOR GRANGE COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS24405610,28/07/2020,CLAYTON GRANGE CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS24405621,28/07/2020,CLAYTON GRANGE CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS24405632,28/07/2020,CLAYTON GRANGE CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS24405643,28/07/2020,CLAYTON GRANGE CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS24405654,28/07/2020,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS25903883,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS25903894,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS25903908,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS25903919,28/07/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06277177,29/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06277188,29/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06277199,29/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06277202,29/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06277213,29/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06277224,29/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12266200,29/07/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12266233,29/07/2020,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS12266244,29/07/2020,CLAYTON COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS12266255,29/07/2020,CLAYTON COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS18604474,29/07/2020,BRIARSDALE HEIGHTS CP - GIPTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS18604485,29/07/2020,APPLETON SQUARE CP - BURMANTOFTS,86 BEYOND THE BAY MARKINGS                        ,50,
LS20306231,29/07/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS20306242,29/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20306253,29/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20306264,29/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20306275,29/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20306286,29/07/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS21404258,29/07/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS21404280,29/07/2020,MOOR GRANGE COURT CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS21404291,29/07/2020,NORMAN TOWERS CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS21404305,29/07/2020,CLAYTON GRANGE CP - WEST PARK,86 BEYOND THE BAY MARKINGS                        ,50,
LS21804879,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS2180488A,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21804890,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21804904,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21804915,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21804926,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21804937,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21804948,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS21804959,29/07/2020,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22105274,29/07/2020,BRIARSDALE HEIGHTS CP - GIPTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS22105285,29/07/2020,APPLETON SQUARE CP - BURMANTOFTS,86 BEYOND THE BAY MARKINGS                        ,50,
LS23901220,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23901231,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23901242,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23901253,29/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23901264,29/07/2020,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23901275,29/07/2020,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23901286,29/07/2020,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06458127,30/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17401551,30/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17401562,30/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17401573,30/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS17401584,30/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17401595,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401609,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1740161A,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401620,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401631,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401642,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401653,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401664,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401675,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401686,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401697,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401700,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401711,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS17401722,30/07/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23803221,30/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24503347,30/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24503358,30/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24503369,30/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS2450337A,30/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24503380,30/07/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508393,31/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508407,31/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508418,31/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508429,31/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS2050843A,31/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508440,31/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508451,31/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS20508462,31/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202601,31/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202612,31/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202623,31/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202634,31/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202645,31/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202656,31/07/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202667,31/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202678,31/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22202689,31/07/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24405847,31/07/2020,HUNSLET LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,
LS12325525,01/08/2020,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS2280121A,01/08/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS22801220,01/08/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23401115,01/08/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS23401126,01/08/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS24107044,01/08/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS24107055,01/08/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24107066,01/08/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24107077,01/08/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24107088,01/08/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS24107099,01/08/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS2440587A,02/08/2020,HUNSLET LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,
LS12162023,03/08/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12162034,03/08/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12162045,03/08/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12162056,03/08/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12162067,03/08/2020,COTTINGLEY HEIGHTS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12162078,03/08/2020,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12162089,03/08/2020,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS1216209A,03/08/2020,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12162103,03/08/2020,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS1770354A,03/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703550,03/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703561,03/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703572,03/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703583,03/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703594,03/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703608,03/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703619,03/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1770362A,03/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS17703630,03/08/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS18404384,03/08/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS18404395,03/08/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS18404409,03/08/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS22801231,03/08/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06277519,04/08/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS0627752A,04/08/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06277530,04/08/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06277541,04/08/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06277552,04/08/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06277563,04/08/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06277574,04/08/2020,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06458207,04/08/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06458218,04/08/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS12162147,04/08/2020,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
LS12162158,04/08/2020,COTTINGLEY TOWERS CP - BEESTON,86 BEYOND THE BAY MARKINGS                        ,50,
